peopleAhead,activeCounters,serviceType,timeOfDay,dayOfWeek,actualWaitMinutes
27,4,specialist,15,0,113.5
28,2,specialist,14,5,208.9
10,4,specialist,2,6,41.5
0,4,quick,5,1,0.0
6,4,specialist,13,4,27.8
1,2,specialist,0,3,6.8
20,4,quick,15,5,16.5
11,3,specialist,14,3,55.6
12,1,quick,19,3,36.8
17,2,quick,11,3,32.7
26,2,general,15,2,102.1
10,3,specialist,2,2,49.6
22,3,specialist,12,1,144.9
29,3,specialist,10,1,188.1
7,4,quick,3,4,5.1
3,3,specialist,21,2,13.9
1,1,quick,1,6,0.0
22,3,quick,3,1,21.7
17,1,specialist,21,4,258.0
8,4,specialist,9,1,29.5
5,3,specialist,23,4,25.9
15,4,specialist,10,6,72.5
20,2,specialist,14,6,148.7
8,3,specialist,4,2,40.9
1,1,general,8,5,7.7
23,4,quick,11,4,19.5
28,3,general,0,4,72.2
20,1,quick,23,2,59.8
23,2,specialist,5,6,172.1
27,2,specialist,11,4,259.4
5,4,general,19,0,13.2
4,4,quick,14,2,1.8
27,3,specialist,15,4,133.2
20,4,quick,10,2,19.1
25,3,general,10,4,86.1
4,4,specialist,13,4,17.5
29,3,specialist,22,6,145.6
14,4,general,10,5,38.8
28,3,quick,2,1,31.9
7,1,quick,18,1,28.0
19,1,general,22,1,152.4
29,2,general,11,5,152.7
17,2,specialist,1,2,125.7
21,1,quick,5,0,73.2
19,4,specialist,21,1,72.6
21,2,general,15,5,81.1
26,4,specialist,2,6,97.2
23,1,general,11,2,240.3
13,2,quick,22,5,16.0
17,4,quick,5,4,14.1
19,3,general,13,6,69.1
12,4,quick,11,1,14.7
22,1,general,3,6,180.3
5,4,specialist,17,4,24.4
19,1,quick,21,6,56.6
24,1,quick,10,6,90.4
15,1,general,21,6,126.8
16,3,general,20,0,49.0
27,4,general,12,6,72.2
15,1,specialist,22,1,224.8
3,1,general,18,0,33.1
16,2,specialist,4,0,135.7
20,1,specialist,2,5,299.4
22,2,specialist,22,6,166.2
6,3,specialist,20,1,30.4
9,1,quick,14,2,30.7
29,4,quick,16,0,36.8
26,4,general,15,3,54.9
11,2,quick,11,0,23.2
2,1,quick,22,2,6.0
4,3,general,2,2,11.5
10,1,general,0,5,79.7
1,4,specialist,8,4,3.5
4,3,general,4,3,10.7
4,3,general,17,4,10.0
5,2,quick,21,1,8.4
27,4,general,0,6,54.6
1,3,specialist,19,5,6.4
5,3,general,3,4,14.2
18,2,quick,10,4,36.5
6,3,quick,6,2,8.9
13,2,quick,17,0,29.9
25,2,quick,5,4,34.0
1,1,general,8,2,8.5
9,2,quick,23,3,13.9
28,1,quick,13,4,109.4
4,1,quick,9,1,9.1
16,3,general,15,5,38.3
18,4,quick,15,1,14.8
14,2,general,2,1,56.0
14,3,general,21,1,36.3
2,3,specialist,10,1,14.9
17,4,general,13,2,42.5
2,4,general,20,4,5.8
17,3,specialist,0,2,86.6
28,4,specialist,17,6,137.8
7,3,quick,23,5,7.6
1,1,quick,18,0,3.3
3,4,general,10,1,5.4
18,2,specialist,10,6,172.8
3,4,general,7,6,6.8
16,3,specialist,4,6,79.5
5,2,quick,17,2,11.4
15,2,general,13,5,76.1
2,3,specialist,19,5,9.5
3,4,general,19,4,8.5
15,2,quick,20,3,26.1
26,1,general,4,1,207.0
12,1,general,16,3,124.9
21,3,general,5,1,50.7
18,2,specialist,19,4,131.6
18,2,general,11,3,94.4
14,4,specialist,2,6,51.9
3,4,specialist,12,4,12.2
14,2,general,8,3,53.6
26,4,general,13,3,65.1
23,4,specialist,23,4,89.3
16,1,quick,22,0,56.1
13,3,specialist,2,2,62.5
12,1,specialist,1,3,179.6
22,3,quick,21,0,23.3
13,4,specialist,1,2,50.3
8,4,quick,22,4,5.4
24,3,specialist,1,0,139.1
16,2,general,22,1,64.7
7,1,specialist,21,3,109.0
7,3,specialist,8,2,34.4
8,3,specialist,8,0,46.5
13,2,specialist,18,5,126.5
0,2,specialist,1,5,0.0
7,2,quick,17,0,15.8
11,4,quick,20,6,5.4
28,3,specialist,16,3,183.2
13,2,specialist,14,3,95.7
27,1,general,7,4,212.9
4,4,specialist,21,2,18.6
3,4,quick,22,5,1.4
20,1,specialist,13,0,451.2
14,3,quick,22,5,11.1
22,3,general,22,1,58.9
27,4,specialist,1,3,100.3
18,1,quick,14,1,54.2
17,4,general,0,4,35.2
1,4,specialist,8,5,6.2
17,2,specialist,3,0,147.3
14,4,specialist,19,4,51.3
19,2,quick,6,2,30.2
4,4,specialist,4,6,14.6
22,1,quick,14,2,65.1
24,1,general,9,5,192.9
4,1,general,21,3,30.6
11,2,general,0,5,46.2
17,4,quick,19,5,14.8
18,1,general,15,2,144.0
10,4,specialist,10,4,48.7
15,2,quick,17,5,29.5
12,3,specialist,18,4,75.2
10,1,specialist,12,1,193.4
14,2,general,9,6,56.7
14,3,specialist,17,2,90.9
7,4,quick,1,5,6.5
8,3,general,1,1,21.9
20,1,specialist,23,4,303.2
1,3,specialist,4,6,7.5
0,2,specialist,23,1,4.6
16,1,quick,6,2,52.3
18,4,quick,18,3,16.4
9,3,specialist,6,2,43.7
25,2,quick,17,6,46.9
5,2,general,2,1,20.6
23,4,quick,7,3,17.8
29,2,general,16,6,150.8
23,2,quick,10,3,43.8
21,2,general,23,1,85.7
20,4,quick,23,1,15.3
24,4,quick,5,4,14.8
3,4,general,21,6,6.7
4,4,general,5,2,10.0
8,2,general,17,1,42.0
9,3,specialist,13,0,68.7
23,3,general,22,3,59.9
23,1,general,10,2,241.0
4,1,quick,14,5,14.5
19,2,general,8,4,75.2
22,1,general,19,3,172.7
26,3,quick,4,5,28.6
10,3,quick,11,5,12.0
2,2,general,19,3,9.6
27,2,general,14,6,110.5
22,3,specialist,17,4,143.3
21,4,quick,18,6,21.9
22,2,quick,0,2,35.0
5,2,general,19,5,17.3
13,2,quick,3,0,22.1
26,3,general,4,6,71.8
20,1,general,10,1,209.4
6,4,general,2,2,9.2
22,1,specialist,19,5,330.6
17,3,quick,7,6,15.2
9,2,specialist,18,2,87.2
12,2,general,5,0,57.8
21,4,specialist,5,4,78.4
10,1,quick,4,1,29.8
22,3,specialist,3,5,110.5
25,4,specialist,2,0,103.9
16,2,general,22,3,60.5
11,4,specialist,5,1,39.7
6,2,specialist,9,6,44.5
2,1,quick,16,2,9.1
15,4,specialist,15,6,55.4
4,1,quick,4,3,13.0
29,1,specialist,9,3,434.7
22,3,general,15,1,60.1
23,2,general,3,3,90.2
29,4,quick,10,5,23.5
17,3,specialist,11,5,108.2
7,4,general,11,1,13.9
17,4,general,12,5,46.8
25,1,quick,4,4,72.9
11,4,specialist,19,1,38.1
22,4,general,1,2,42.8
23,4,specialist,10,1,110.5
3,2,general,0,5,13.6
1,3,specialist,3,2,5.0
24,1,quick,8,1,68.1
7,1,specialist,15,5,104.1
20,1,specialist,17,4,390.6
25,4,quick,4,0,23.0
0,4,specialist,4,0,1.2
10,4,general,13,0,29.0
9,3,quick,6,1,11.1
27,2,quick,15,3,39.2
15,1,specialist,11,3,292.8
28,3,quick,8,5,26.6
11,2,general,16,0,66.3
15,1,general,1,2,120.2
12,2,specialist,17,6,115.7
15,1,general,8,5,118.4
24,4,specialist,15,5,91.2
27,3,general,18,2,93.1
6,1,quick,13,6,23.0
17,4,quick,7,5,13.1
29,4,specialist,20,1,107.1
20,4,specialist,4,2,70.5
7,1,quick,21,0,27.0
7,3,quick,18,2,10.0
6,2,specialist,13,0,67.4
26,4,general,20,6,50.8
22,1,general,13,1,231.7
26,1,quick,11,6,101.8
15,1,general,19,3,121.2
21,2,quick,8,3,31.8
23,4,specialist,8,6,85.2
26,2,specialist,8,6,196.2
12,1,quick,9,0,41.5
19,3,quick,6,1,21.3
15,1,specialist,9,0,258.0
3,4,general,14,5,3.6
20,1,specialist,23,0,348.1
5,4,general,18,5,11.3
17,2,specialist,4,4,127.0
25,1,general,12,3,261.1
27,2,specialist,22,6,203.0
7,1,specialist,12,4,138.3
8,4,quick,2,2,4.9
17,3,quick,10,0,26.0
11,4,quick,12,0,13.4
9,4,general,21,0,17.1
6,1,quick,5,6,19.8
2,1,specialist,19,1,33.0
14,1,specialist,4,5,211.7
25,4,quick,8,3,20.4
21,3,specialist,7,0,125.2
0,2,specialist,15,2,0.0
3,4,specialist,10,6,14.4
24,3,quick,9,4,23.6
25,4,specialist,8,3,94.0
21,1,quick,20,3,63.7
7,4,general,17,3,20.0
12,4,quick,8,5,10.8
22,3,specialist,12,0,163.8
13,2,specialist,4,5,99.0
2,3,general,12,6,6.8
4,3,general,12,5,12.9
18,3,specialist,7,5,92.6
18,2,specialist,12,3,174.7
21,3,specialist,6,4,105.7
22,4,specialist,10,1,108.3
3,4,general,6,1,4.5
21,2,general,6,1,86.9
23,1,specialist,4,5,346.7
13,3,specialist,22,0,75.4
16,1,general,22,1,129.8
21,4,general,7,1,42.2
3,4,quick,0,6,0.0
14,4,specialist,19,1,55.0
23,1,quick,1,5,69.3
15,1,specialist,2,6,227.6
25,4,specialist,13,3,120.4
9,4,general,8,3,13.8
13,2,quick,22,5,22.3
2,4,general,18,2,5.6
4,3,specialist,22,5,18.5
5,4,quick,15,0,3.2
23,2,specialist,2,0,199.4
14,3,quick,15,5,17.9
12,4,specialist,5,4,38.0
10,2,specialist,15,0,83.7
29,2,specialist,16,3,279.9
19,2,specialist,4,3,140.7
14,4,general,2,1,27.4
21,4,general,14,1,41.0
8,3,specialist,15,4,40.2
16,3,quick,4,1,15.1
20,2,quick,9,6,30.8
20,3,specialist,17,3,126.0
29,2,general,19,5,114.1
9,1,quick,12,1,38.6
7,1,quick,19,6,21.7
8,4,specialist,23,3,31.4
28,1,specialist,13,3,546.1
22,2,quick,4,3,35.2
26,3,general,23,1,67.8
23,1,quick,12,3,92.4
0,2,specialist,21,6,0.0
0,1,specialist,3,6,1.9
5,4,specialist,14,3,20.1
8,4,general,15,6,16.1
29,2,specialist,13,0,328.3
4,3,quick,13,2,3.0
6,2,quick,12,3,12.2
19,3,general,12,5,69.1
13,4,specialist,4,5,47.2
6,4,quick,19,1,2.3
21,4,general,14,3,43.7
1,3,general,13,1,0.6
10,4,general,21,5,20.3
13,3,specialist,2,5,65.0
23,2,specialist,17,5,222.9
11,4,general,9,0,23.4
17,4,specialist,0,2,63.5
3,4,quick,3,4,3.0
5,1,specialist,14,6,78.0
18,4,specialist,11,6,87.3
9,1,general,2,3,70.3
9,1,specialist,7,2,138.6
8,1,specialist,4,4,119.3
5,2,quick,8,4,8.1
29,4,specialist,21,3,108.6
1,2,specialist,17,0,15.4
9,3,general,15,4,22.9
29,3,general,14,3,79.2
25,4,specialist,22,3,95.9
15,2,quick,17,0,30.4
